FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1StartDate,Season1EndDate,Season1Time,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1010617,A + ORGANIC FARMERS MARKET,http://organicgrowndirect.com/,https://www.facebook.com/OrganicProduceDelivery,,http://www.youtube.com/user/OrganicGrownDirect,http://organicgrowndirect.com/shop,LEE RD. FARM,BOYNTON BEACH ,PALM BEACH,FLORIDA,33473,,,,,,,,,,,-80.221052,26.489351,,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,09-29-2014 13:37:38
1001683,A BETTER CHOICE BAKERY & MARKET,,https://www.facebook.com/nottinghamfarmersmarket,,,,27 W POTOMAC STREET,BRUNSWICK,FREDERICK,MARYLAND,21716,January , December,Mon:12:00 PM - 5:00 PM;Tue:12:00 PM - 5:00 PM;Wed:12:00 PM - 5:00 PM;Thu:12:00 PM - 5:00 PM;Fri:12:00 PM - 5:00 PM;Sat:10:00 AM - 5:00 PM;sun:12:00 PM - 5:00 PM;,,,,,,,,-77.6277075,39.3130660,Co-located with wholesale market facility,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,05-03-2012 17:1:0
1009004,A GROWERS' MARKET,,,,,,229 LAKE ELLA DRIVE,TALLAHASSEE,LEON,FLORIDA,32303,01/01/2018 , 12/31/2018,Wed: 12:00 PM-6:00 PM;Sat: 11:00 AM-3:00 PM;,,,,,,,,-84.279874,30.461953,,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/29/2018 12:47:57 PM
1001887,AAFFA COMMUNITY FARMERS MARKET,,https://www.facebook.com/Anderson-Area-Farm-Food-Association/431344110224404,,,,402 NORTH MURRAY AVENUE,ANDERSON,ANDERSON,SOUTH CAROLINA,29624,05/06/2014 , 09/23/2014,Tue: 5:00 PM-8:00 PM;,,,,,,,,-82.652159,34.506706,Local government building grounds,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,04-08-2014 13:54:22
1007585,AAMC FARMERS'S MARKET,,,,,,"2001 MEDICAL PARKWAY, SAJAK PAVILION",ANNAPOLIS,ANNE ARUNDEL,MARYLAND,21401,,,,,,,,,,,-76.6123,39.006,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-23-2011 23:54:21
1009028,ABBEVILLE FARMERS MARKET,,https://www.facebook.com/Abbeville-Farmers-Market/234180039938887,,,,KIRKLAND STREET,ABBEVILLE,HENRY,ALABAMA,,06/06/2014 , 07/25/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,,-85.250365,31.571271,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-05-2014 19:27:30
1004573,ABBEVILLE FARMERS MARKET,,,,,,118 TRINITY STREET AT LIVERY STABLE,ABBEVILLE,ABBEVILLE,SOUTH CAROLINA,29620,06/06/2013 , 10/04/2013,Thu: 4:00 PM-8:00 PM;Fri: 7:00 AM-12:00 PM;,,,,,,,,-82.380242,34.177429,Local government building grounds,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,07-11-2013 13:41:58
1004598,ABBOTSFORD FARMERS MARKET,,,,,,1011 EAST SPRUCE ST.,ABBOTSFORD,CLARK,WISCONSIN,54405,May , October,Tue:1:30 PM - 5:30 PM;,,,,,,,,-90.307145,44.945665,Private business parking lot,N,Y,N,Y,N,,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,05-07-2012 10:47:54
1003865,ABBOTT NORTHWESTERN FARMERS MARKET,http://www.iatp.org/minimarkets,,,,,800 E 28TH ST,MINNEAPOLIS,HENNEPIN,MINNESOTA,,,,,,,,,,,,-93.2629,44.9556,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-26-2010 23:24:0
1002947,ABERDEEN FARMERS MARKET,http://www.dakotaflavor.com/category.asp?catid=12,,,,,"2ND AVE., S.E. & S. LINCOLN STREET",ABERDEEN,BROWN,SOUTH DAKOTA,57401,,,,,,,,,,,-98.4866,45.4631,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1004031,ABILENE FARMERS MARKET,,,,,,EAST 1ST & BUCKEYE ST.,ABILENE,DICKINSON,KANSAS,67410,,,,,,,,,,,-97.2139,38.9153,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1010487,ABINGDON FARMERS MARKET,http://www.abingdonfarmersmarket.com,https://www.facebook.com/abingdonfarmersmarket,,,,CORNER OF REMSBURG DRIVE & CUMMINGS ST,ABINGDON ,WASHINGTON,VIRGINIA,24210,04/16/2016 , 11/22/2016,Tue: 3pm-6pm;Sat: 8am-1pm;,11/26/2016 , 12/24/2016,Sat: 10:00 AM-12:00 PM;,01/02/2016 to 04/09/2016,Sat: 10:00 AM-12:00 PM;,,,-81.977094,36.708934,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,03-02-2016 10:20:28
1000065,ABINGDON SQUARE GREENMARKET,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,W12 ST. & 8TH AVE,NEW YORK,NEW YORK,NEW YORK,10014,01/01/2013 , 12/31/2013,Sat: 8:00 AM-2:00 PM;,,,,,,,,-74.005280,40.737177,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,07-24-2013 10:36:51
1006988,ABINGTON,http://www.abingtonsage.com,,,,,362 PLYMOUTH STREET,ABINGTON,PLYMOUTH,MASSACHUSETTS,02351,07/13/2013 , 09/21/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,,-70.9369,42.119,Local government building grounds,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,03-14-2014 10:44:35
1007070,ABINGTON FARMERS MARKET,,,,,,12055 ROSE DROVE,CLARKS SUMMIT,LACKAWANNA,PENNSYLVANIA,,,,,,,,,,,,-75.7746,41.425,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1011313,ABITA SPRINGS FARMERS MARKET,,https://www.facebook.com/Abita-Springs-Farmers-Market/480144062040727,,,,22049 MAIN ST.,ABITA SPRINGS,ST. TAMMANY,LOUISIANA,70420,01/01/2016 , 12/01/2016,Sun: 12:00 AM-4:00 PM;,,,,,,,,-90.0389129,30.4793215,,Y,Y,N,Y,Y,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,06-30-2016 13:50:15
1004762,ABQ UPTOWN GROWERS' MARKET,http://www.abquptowngrowersmarket.org,,,,,NE PARKING LOT OF ABQ UPTOWN SHOPPING CENTER,ALBQUQUERQUE,BERNALILLO,NEW MEXICO,,10/25/2014 ,,Sat: 7:00 AM-12:00 PM;,,,,,,,,-106.565838,35.103988,Other,Y,Y,N,Y,Y,,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-05-2014 14:51:15
1009543,ABV FARM MARKET,http://www.appleblossomvillage.com/,https://www.facebook.com/Apple-Blossom-Village/105223639518965,,,,690 ALLEGHENY ROAD,MOUNT BETHE,,PENNSYLVANIA,18343,,,,,,,,,,,-75.0998,40.8743,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2013 8:0:0
1002108,ACADIA FARMERS' MARKET IN TOWN HILL,,https://www.facebook.com/www.Facebook.com/AcadiaFarmersMarket,,,,,TOWN HILL,HANCOCK,MAINE,,,,,,,,,,,,-68.9716,44.5908,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1007575,ACADIANA FARMERS MARKET,,,,,,801 FOREMAN DRIVE,OPELOUSAS,LAFAYETTE,LOUISIANA,70570,,,,,,,,,,,-92.0634,30.2147,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1005122,ACE FARMERS MARKET,,,,,,115 BLACK RIVER BLVD,ROME,ONEIDA,NEW YORK,,,,,,,,,,,,-75.4541,43.2098,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1008461,ACME RANCH TRUCK PATCH,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,,RR1 BOX 146,BIRCH TREE,SHANNON,MISSOURI,65438,,,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;,,,,,,,,-91.492638,36.991165,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,06-25-2013 15:20:55
1011180,ACREAGE GREEN MARKET,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,,,,6701 140TH AVE. NORTH,LOXAHATCHEE,PALM BEACH,FLORIDA,33470,05/31/2015 , 05/29/2016,Sun: 9:00 AM-2:00 PM;,06/07/2015,,Sun: 9:00 AM-1:00 PM;,,,,,-80.263351,26.775639,,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,05-21-2015 2:2:58
1003469,ACTON-BOXBOROUGH FARMERS MARKET,http://www.ABFarmersMarket.org,,,,,1 PEARL ST,ACTON,MIDDLESEX,MASSACHUSETTS,01720,"June 19, 2012 "," October 21, 2012",sun:10:00 AM - 1:00 PM;,,,,,,,,-71.47415,42.47518,Closed-off public street,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,05-24-2012 13:8:35
1018003,ACUSHNET FARMERS MARKET,http://www.acushnetfarmersmarket.com,https://www.facebook.com/www.facebook.com/Acushnet-Farmers-Market,,,http://instagram.com/Acushnetfarmersmarket,186 LEONARD STREET,ACUSHNET,BRISTOL,MASSACHUSETTS,02743,06/03/2017 , 09/30/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,,-70.9008560,41.7200523,,Y,Y,N,Y,Y,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,05-18-2017 19:4:50
1007519,ACWORTH FARMERS MARKET,,,,,,MAIN AND LEMON STREETS,ACWORTH,COBB,GEORGIA,,,,,,,,,,,,-84.6767,34.0657,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1001393,ADA FARMER'S MARKET,,,,,,12TH STREET AND TOWNSEND,ADA,PONTOTOC,OKLAHOMA,74820,04/01/2010 , 11/31/2010,Wed: 7:00 AM-;Sat: 7:00 AM-;,,,,,,,,-96.679869,34.773589,Private business parking lot,N,N,N,N,N,,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,04-02-2014 10:18:53
1001083,ADA FARMER'S MARKET,http://www.adafarmersmarket.com,https://www.facebook.com/adafarmersmarket,,,,7239 THORNAPPLE RIVER DR.,ADA,KENT,MICHIGAN,49301,06/09/2015 , 10/27/2015,Tue: 11:00 AM-4:00 PM;,,,,,,,,-85.4889683,42.9553715,,Y,N,N,N,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,03-19-2015 11:44:10
1006969,ADAIRCO FARMERS MARKET,,,,,,"409 FAIRGROUND STREET, ADAIR COUNTY CO-OP EXT SERVICE PARKING LOT",COLUMBIA,ADAIR COUNTY,KENTUCKY,,,,,,,,,,,,-85.297,37.1043,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1010467,ADAIRSVILLE FARMERS' MARKET,http://www.adairsvillefarmersmarket.com,https://www.facebook.com/Adairsville Farmers Market,,,,7446 GA 140,ADAIRSVILLE,BARTOW,GEORGIA,30103,06/07/2014 , 09/27/2014,Sun: 8:00 AM-11:30 PM;,,,,,,,,-84.929569,34.375727,Private business parking lot,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,08-07-2014 10:8:33
1019152,ADAMS COUNTY FARMER'S MARKET,,https://www.facebook.com/acohfarmersmarket/?ref=bookmarks,,,https://www.instagram.com/acohfarmersmarket/,25 RICE DRIVE,WEST UNION,ADAMS,OHIO,45693,06/09/2018 , 09/29/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,,-83.5667967,38.7787563,,Y,N,N,N,N,,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,07-03-2018 10:14:11
1017937,ADAMS COUNTY FARMERS' MARKET ASSOCIATION (PA),http://acfarmersmarkets.org,https://www.facebook.com/Adams County Farm Fresh Markets,,,Instagram: Adams County Farm Fresh,103 CARLISLE STREET,GETTYSBURG BOROUGH,ADAMS,PENNSYLVANIA,17325,,,Thu: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,,-77.229340,39.834024,,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,04-25-2017 15:3:14
1011322,ADAMS COUNTY FARMERS' MARKET ASSOCIATION (PA),http://www.acfarmersmarkets.org,https://www.facebook.com/Adams County Farm Fresh Markets,,,,LINCOLN SQUARE,GETTYSBURG,ADAMS,PENNSYLVANIA,17325,05/19/2016,,Thu: 2:00 PM-6:00 PM;,,,,,,,,-77.230764,39.830706,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,06-27-2016 16:23:25
1010354,ADAMS FARMERS' & ARTISANS' MARKET,,https://www.facebook.com/Adams.Farmers.Market,,,,ADAMS VISITORS CENTER 3 HOOSAC ST,ADAMS,BERKSHIRE,MASSACHUSETTS,01220,07/13/2014 , 09/14/2014,Sun: 11:00 AM-2:00 PM;,,,,,,,,-73.1180030,42.6244919,Private business parking lot,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,07-08-2014 11:11:58
1018278,ADAMS MORGAN FARMER MARKET,http://www.lickingcreekbendfarm.com,https://www.facebook.com,,,https://www.instagram.com/lickingcreekbendfarm/,"18TH STREET AND COLUMBIA RD, NW","WASHINGTON, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,20009,,,Sat: 8:00 AM-1:00 PM;,,,,,,,,-77.0426674,38.9226795,,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,06-21-2017 9:33:38
1008961,ADAPTATIONS' FRESH FEAST,http://www.adaptationsaloha.com,https://www.facebook.com/adaptationsaloha,,,http://instagram.com/adaptationskona,"79-7500 MAMALAHOA HIGHWAY, UNIT 1",KEALAKEKUA,HAWAII,HAWAII,96750,01/01/2013 , 12/31/2013,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-1:00 PM;Sun: 12:00 PM-4:00 PM;,,,,,,,,-155.9236509,19.5257840,,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,07-26-2018 16:11:13
1005109,ADDED VALUE FARM STAND AT GOVERNORS ISLAND,,,,,,GRESHAM RD,BROOKLYN,KINGS,NEW YORK,11231-1235,,,,,,,,,,,-74.0231,40.6875,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1002464,ADDISON FARMERS MARKET,,,,,,ONE FRIENDSHIP PLAZA,ADDISON,DUPAGE,ILLINOIS,60101,,,,,,,,,,,-87.9934,41.9321,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1005741,ADEL FARMERS MARKET,,,,,,COURTHOUSE SQUARE,ADEL,DALLAS,IOWA,50830,,,,,,,,,,,-94.0175,41.6144,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1005272,ADELANTO STADIUM FARMERS MARKET,,,,,,HWY 395 & RANCHO DRIVE,VICTORVILLE,SAN BERNARDINO,CALIFORNIA,92392,,,,,,,,,,,-117.405,34.5593,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1012288,ADRIAN FARMERS MARKET,,,,,,115 TOLEDO STREET,ADRIAN,LENAWEE,MICHIGAN,49221,05/07/2016 , 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,,-84.034589,41.900169,,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,07-06-2016 21:49:50
1011214,AENON BAPTIST CHURCH FARM STAND,,,,,,175 GENESEE STREET,ROCHESTER,MONROE,NEW YORK,14611,,,Wed: 11:00 AM-2:00 PM;,,,,,,,,-77.6360764,43.1466026,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-08-2015 9:24:5
1008667,AFTON VILLAGE FARMERS MARKET,http://www.piedmont-farmersmarket.com,,,,,5401 VILLAGE DR,CONCORD,CABARRUS,NORTH CAROLINA,28027,01/01/2013 , 12/31/2013,Thu: 4:00 PM-7:00 PM;,,,,,,,,-80.670172,35.414038,Other,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-27-2013 13:53:54
1019203,AG FARMERS' MARKET,http://AGFarmersMarket.com,http://www.facebook.com/AGFarmersMarket,,,http://www.instagram.com/agfarmersmarket,108 INDIAN HEAD ROAD,TOMS RIVER,OCEAN,NEW JERSEY,08753,08/02/2018 , 08/02/2018,Thu: 9:00 AM-5:00 PM;,,,,,,,,-74.207478,39.992509,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,08-01-2018 9:40:50
1007586,AGH WELLNESS COMMITTEE FARMER'S MARKET,,,,,,9733 HEALTHWAY DRIVE,BERLIN,WORCESTER,MARYLAND,21811,,,,,,,,,,,-75.2113,38.3388,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-23-2011 23:58:45
1012233,AGRICENTER INTERNATIONAL FARMER'S MARKET,http://www.agricenter.org/farmersmarket/,https://www.facebook.com/farmersmarketmemphis/,,https://www.youtube.com/channel/UCGksUsmHEJonFv5cwivsjZA,https://www.instagram.com/agricenterinternational/,7777 WALNUT GROVE RD,MEMPHIS,SHELBY,TENNESSEE,38120,05/01/2018 , 10/31/2018,Mon: 7:30 AM-5:30 PM;Tue: 7:30 AM-5:30 PM;Wed: 7:30 AM-5:30 PM;Thu: 7:30 AM-5:30 PM;Fri: 7:30 AM-5:30 PM;Sat: 7:00 AM-5:30 PM;,,,,,,,,-89.801733,35.127452,,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,07-26-2018 16:7:49
1003562,AGRITOPIA FARM STAND,http://www.thefarmatagritopia.com,https://www.facebook.com/TheFarmAtAgritopia,,,https://instagram.com/agritopiafarm/,3000 E. RAY ROAD (HIGLEY & RAY),GILBERT,MARICOPA,ARIZONA,85233,01/01/2015 , 12/31/2015,,,,,,,,,-111.726215,33.321658,,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,08-13-2015 12:14:20
1011830,AHWATUKEE FARMERS MARKET,,,,,,4700 E. WARNER RD,PHOENIX,MARICOPA,ARIZONA,,,,Sun: 9:00 AM-1:00 PM;,06/05/2016 , 09/25/2016,Sun: 8:00 AM-11:00 AM;,,,,,-111.983242,33.331331,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,03-25-2016 16:32:55
1000212,AIKEN COUNTY FARMERS MARKET,http://www.VisitAikenSC.com,,,,,897 RICHLAND AVENUE EAST,AIKEN,AIKEN,SOUTH CAROLINA,29801,,,,,,,,,,,-81.7084941,33.5568819,Local government building grounds,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,06-17-2013 16:1:53
1005258,AINA MOANA PARK (PEOPLE'S OPEN MARKET),http://www.honolulu.gov/parks/programs/pom,,,,,1201 ALA MOANA BOULEVARD,HONOLULU,HONOLULU,HAWAII,96822,01/01/2018 , 12/31/2018,Mon: 10:00 AM-11:00 AM;,,,,,,,,-157.844930,21.287867,,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,07-26-2018 20:39:9
1008054,AIRPORT FARMERS AND FLEA MARKET,,https://www.facebook.com/Airport-Farmers-and-Flea-Market/,,,,17375 SPRING HILL DR,BROOKSVILLE,HERNANDO,FLORIDA,34604,01/01/2015 , 12/31/2015,Sat: 8:00 AM-3:00 PM;Sun: 8:00 AM-3:00 PM;,,,,,,,,-82.441117,28.481140,,Y,N,N,N,N,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,03-19-2015 11:45:37
1007542,AKEBONO FARMERSÂ€™ MARKET,,,,,,AKEBONO PARKING LOT,PAHOA,HAWAII COUNTY,HAWAII,,,,,,,,,,,,-154.951,19.4975,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1011967,AKERS OF STRAWBERRIES,http://Www.akersofstrawberries.com,https://www.facebook.com/www.facebook.com/AkersofStrawberries,,,,1054 MELTON ROAD,BAKER,OKALOOSA,FLORIDA,32531,03/15/2016 , 07/31/2016,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;Sun: 12:00 PM-5:00 PM;,09/29/2016 , 11/06/2016,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-11:00 PM;Sat: 9:00 AM-11:00 PM;Sun: 6:00 PM-;,01/01/2016 to 12/31/2016,Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-5:00 PM;Sat: 7:00 AM-2:00 PM;,,,-86.7012813,30.7986832,,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,05-18-2016 21:16:39
1001801,AKRON FARMERS MARKET,,,,,,CITY PARK,AKRON,PLYMOUTH,IOWA,51031,,,,,,,,,,,-96.5573,42.8309,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1005061,AKWESASNE FARMERS MARKET,,,,,,"469 STATE ROUTE 37, ACROSS FROM AKWESASNE SPORTS",HOGANSBURG,FRANKLIN,NEW YORK,,,,,,,,,,,,-74.6677,44.9739,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1004086,ALABAMA GULF COAST MARKET,,,,,,22250 PERDIDO BEACH BOULEVARD,GULF SHORES,BALDWIN,ALABAMA,36542,10/04/2014 , 07/25/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,,-87.655850,30.250746,,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,01-25-2015 14:33:13
1008612,ALACHUA COUNTY FARMERS' MARKET,http://www.441market.com,https://www.facebook.com/441acfmarket,,,http://pinterest.com/441market,5920 NW 13TH STREET,GAINESVILLE,ALACHUA,FLORIDA,32653,01/01/2018 , 12/31/2018,Sun: 8:30 AM-12:00 PM;,,,,,,,,-82.3525150,29.7106652,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,07-26-2018 23:10:19
1006312,ALAMANCE COUNTY FARMERS MARKET,,,,,,200 S. MAIN ST.,BURLINGTON,ALAMANCE,NORTH CAROLINA,27215,,,,,,,,,,,-79.4357,36.0943,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
